Item_ID,Weight,Visibility,Category,Max_Price,Store_ID,Store_Establishment_Year,Item_Store_Sales,Outlet,FatContent_0,FatContent_1,FatContent_2,Store_Location_Type_0,Store_Location_Type_1,Store_Location_Type_2,Store_Size_0,Store_Size_1,Store_Size_2,Category_Type_0,Category_Type_1,Category_Type_2,Store_Type_0,Store_Type_1,Store_Type_2,Store_Type_3,Store_Age_0,Store_Age_1,Store_Age_2,Store_Age_3,Store_Age_4,Store_Age_5,Store_Age_6,Store_Age_7,Store_Age_8
FDL25,6.92,0.131128467,2,93.1804,OUT049,1999,1561.9668,9,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDD40,20.25,0.014816356,4,194.1162,OUT049,1999,3848.324,9,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDT08,13.65,0.049318315,6,149.005,OUT045,2002,2097.27,7,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDO22,13.5,0.017960491999999998,13,81.596,OUT017,2007,639.168,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCM41,16.5,0.035801238,8,92.612,OUT018,2009,559.2719999999998,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDJ21,16.7,0.038606365,13,146.5102,OUT045,2002,2770.3938,7,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDC53,8.68,0.008871687,5,99.7384,OUT018,2009,295.6152,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
DRK35,12.857645184136183,0.125793938,7,36.2506,OUT019,1985,37.9506,4,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDQ09,7.235,0.058369013,13,115.2834,OUT018,2009,1267.0174,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
DRB48,16.75,0.0,14,39.3822,OUT046,1997,353.5398,8,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRE25,15.35,0.07326933599999999,14,92.112,OUT035,2004,1118.544,6,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDL08,10.8,0.049677651,6,245.9144,OUT013,1987,4655.2736,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCV42,6.26,0.031470832000000004,9,110.2228,OUT049,1999,1547.3192,9,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW03,5.63,0.024579432,10,105.3306,OUT049,1999,1045.306,9,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDL25,6.92,0.131665479,2,91.8804,OUT017,2007,275.6412,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDC17,12.15,0.015523707,5,212.0928,OUT018,2009,2735.1064,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDK44,16.6,0.122475364,6,175.5738,OUT045,2002,347.5476,7,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDE34,9.195,0.107891398,13,182.7634,OUT046,1997,3817.0314,8,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDP10,19.0,0.128065918,13,104.3622,OUT035,2004,1905.5196,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDZ22,9.395,0.045361705,13,83.825,OUT045,2002,665.8,7,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCK19,9.8,0.090390357,11,192.1478,OUT013,1987,2324.9736,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDO44,12.857645184136183,0.087029712,6,109.2228,OUT027,1985,3205.1612,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NCU41,18.85,0.052054819,8,189.1846,OUT046,1997,2101.9306,8,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
NCF31,9.13,0.051952573,9,152.3024,OUT045,2002,1821.6288,7,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
FDG14,9.0,0.050786366,3,152.2024,OUT017,2007,3643.2576,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCH30,17.1,0.067141355,9,114.586,OUT035,2004,2942.836,6,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
FDR36,6.715,0.121485195,0,40.2454,OUT013,1987,587.2356,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCJ30,5.82,0.080640478,9,167.77900000000002,OUT046,1997,2886.243,8,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR08,18.7,0.037699254,6,110.2886,OUT045,2002,2223.772,7,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDU04,7.93,0.0,5,123.2414,OUT018,2009,487.3656,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCQ50,18.75,0.034501405,9,211.7218,OUT017,2007,5770.4886,2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDL46,12.857645184136183,0.053795154000000005,13,117.7466,OUT027,1985,1414.1592,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
DRK37,5.0,0.044004675,14,188.853,OUT046,1997,5502.837,8,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDK48,7.445,0.0,0,76.8354,OUT046,1997,2181.8266,8,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDV58,20.85,0.121250374,13,193.9452,OUT046,1997,1565.9616,8,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDN27,20.85,0.0,10,115.1808,OUT018,2009,1054.6272,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDZ52,19.2,0.100230114,5,112.9886,OUT049,1999,1667.829,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NCF42,17.35,0.167383061,9,175.6712,OUT046,1997,2812.3392,8,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ48,14.3,0.034404732,0,98.1726,OUT035,2004,489.36300000000006,6,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDW49,19.5,0.082719632,3,179.3002,OUT045,2002,2865.6032,7,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDR58,6.675,0.041913535,13,90.7462,OUT035,2004,1665.8316,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCE07,8.18,0.0132043,9,143.8154,OUT017,2007,2694.4926,2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDK14,6.98,0.041105789,3,83.4934,OUT046,1997,1555.9746,8,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDC11,12.857645184136183,0.141106202,15,87.9172,OUT027,1985,3836.3396,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
FDL22,16.85,0.036463975,13,90.7488,OUT045,2002,543.2928,7,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCQ41,14.8,0.01946418,8,196.3794,OUT013,1987,1950.794,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX46,12.3,0.0,13,57.3562,OUT013,1987,177.7686,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC35,7.435,0.123086812,15,206.9638,OUT045,2002,1035.319,7,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDH45,15.1,0.105646853,6,42.8796,OUT035,2004,949.4308,6,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX33,9.195,0.118149377,13,160.5578,OUT017,2007,1283.6624,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRJ35,10.1,0.046545786,7,59.9878,OUT013,1987,484.7024,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC40,16.0,0.065009745,4,79.5986,OUT013,1987,934.7832,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDO19,17.7,0.016630303,6,48.1034,OUT045,2002,534.6374,7,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDP13,8.1,0.134532392,3,39.448,OUT049,1999,878.8560000000001,9,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDP24,20.6,0.083133128,0,120.1756,OUT049,1999,1332.9316,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NCQ42,20.35,0.039428167,9,127.9678,OUT018,2009,3560.6984,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDY59,8.195,0.0,0,93.1462,OUT018,2009,647.8234,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDU14,17.75,0.034823127,4,248.675,OUT045,2002,4993.5,7,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDB21,7.475,0.148492521,6,240.6854,OUT035,2004,1691.7978,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDT32,19.0,0.06590129900000001,6,188.7214,OUT018,2009,1695.7926,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDK20,12.6,0.041622264,6,124.0072,OUT049,1999,4042.7376,9,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX09,12.857645184136183,0.064933297,13,174.83700000000005,OUT027,1985,4763.799,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
FDM01,7.895,0.0945493,2,102.6332,OUT035,2004,1640.5312,6,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRI37,12.857645184136183,0.107076832,14,58.7904,OUT027,1985,1288.9888,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
FDL20,17.1,0.12867498300000002,6,112.3886,OUT045,2002,2334.9606,7,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDU13,8.355,0.188322664,3,148.5418,OUT018,2009,2207.127,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDE05,12.857645184136183,0.0,5,145.2102,OUT019,1985,437.4306,4,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDE58,18.5,0.052025392,13,118.4124,OUT013,1987,2370.248,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDT32,12.857645184136183,0.065316099,6,189.9214,OUT027,1985,5087.3778,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
FDZ01,8.975,0.01516265,3,101.899,OUT010,1998,103.199,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDM08,10.1,0.053584207,6,224.4088,OUT046,1997,4697.8848,8,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDS58,9.285,0.020989132,13,158.6578,OUT013,1987,2406.867,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ26,11.6,0.144017405,4,238.3222,OUT046,1997,5736.5328,8,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDC46,12.857645184136183,0.115978122,13,183.4266,OUT027,1985,7192.6374,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
FDY51,12.5,0.081465335,10,220.7798,OUT018,2009,6611.394,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDL34,16.0,0.041177505,13,142.3496,OUT017,2007,3246.4408,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRG39,14.15,0.042352822000000005,4,51.6982,OUT018,2009,1262.3568,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCG43,20.2,0.074541867,9,94.1462,OUT018,2009,1758.3778,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDT01,13.65,0.18454121,3,211.5902,OUT045,2002,4672.5844,7,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCR38,17.25,0.114160573,9,253.1724,OUT017,2007,3775.086,2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
DRF01,5.655,0.175352413,14,147.4102,OUT049,1999,2478.7734,9,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDF53,20.75,0.083590755,5,182.2318,OUT035,2004,3067.3406,6,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDS45,5.175,0.029471408,13,105.4622,OUT013,1987,3281.7282,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDR20,20.0,0.028282832,6,46.2744,OUT017,2007,1086.5856,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY07,11.8,0.0,6,46.5402,OUT010,1998,229.701,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDD38,16.75,0.008208341999999999,3,102.8674,OUT045,2002,1528.011,7,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRF15,18.35,0.03334929,4,155.034,OUT018,2009,1990.742,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDH32,12.8,0.076060037,6,95.141,OUT046,1997,868.8689999999998,8,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCJ42,19.75,0.014301326,9,103.0332,OUT046,1997,1230.3984,8,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDB56,8.75,0.074931201,6,187.6556,OUT018,2009,938.778,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDD03,13.3,0.080131363,4,234.03,OUT018,2009,4194.54,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCL18,18.85,0.167444431,9,194.6136,OUT013,1987,1166.4816,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDW22,9.695,0.03033748,13,222.9114,OUT049,1999,5764.4964,9,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDE32,20.7,0.04874969,6,37.5506,OUT035,2004,113.8518,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDA34,12.857645184136183,0.014788594,15,174.408,OUT027,1985,7443.644,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
FDJ08,11.1,0.111298111,6,191.7846,OUT017,2007,3057.3536,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDG38,8.975,0.05268526,3,83.3224,OUT013,1987,3579.3408,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDD29,12.15,0.018485511,5,253.1698,OUT018,2009,1522.0188,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCE31,7.67,0.184689756,9,35.4216,OUT013,1987,450.0808,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDS19,13.8,0.064153845,6,76.9012,OUT013,1987,607.2096,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDU11,4.785,0.092516598,1,120.1098,OUT013,1987,1325.6078,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDL02,20.0,0.104245198,3,105.3622,OUT049,1999,1270.3464,9,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDO51,12.857645184136183,0.041779181,10,43.4112,OUT027,1985,1107.8912,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
DRK23,8.395,0.07226985,7,254.104,OUT018,2009,3542.056,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDO27,6.175,0.17980696100000002,10,95.2752,OUT018,2009,1534.0032,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDB16,8.21,0.044995631,4,89.2198,OUT049,1999,1308.297,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDA44,19.7,0.053523765,6,55.393,OUT017,2007,1471.418,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCB18,19.6,0.041459372,9,89.6514,OUT018,2009,1239.7196,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NCL53,7.5,0.036234918,8,175.3028,OUT046,1997,3896.2616,8,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR16,5.845,0.105445801,5,214.4218,OUT018,2009,1496.0526,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCQ05,11.395,0.0,8,151.6708,OUT013,1987,3460.8284,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDF44,7.17,0.05997133,6,132.1968,OUT018,2009,2870.9296,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDU50,5.75,0.075595405,4,114.7176,OUT017,2007,1259.6936,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDG20,15.5,0.21037580600000005,6,178.2028,OUT010,1998,177.1028,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDD58,7.76,0.059341019,13,99.77,OUT035,2004,798.96,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDT01,13.65,0.18520944,3,212.9902,OUT017,2007,3185.853,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDK15,10.8,0.098566832,10,98.3042,OUT049,1999,1488.063,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDJ08,11.1,0.11084417,6,189.2846,OUT049,1999,5159.2842,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS10,12.857645184136183,0.0350152,13,182.0318,OUT027,1985,5954.2494,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
FDJ55,12.8,0.023567538,10,226.8404,OUT049,1999,4500.808,9,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDU32,8.785,0.0,6,123.0414,OUT010,1998,121.8414,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDG09,20.6,0.04792722,6,185.9556,OUT035,2004,4318.3788,6,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDE39,7.89,0.036207786,4,121.0782,OUT045,2002,3456.1678,7,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDU56,16.85,0.044377096,6,185.8266,OUT013,1987,1659.8394,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCH55,16.35,0.034742632,9,127.402,OUT045,2002,759.012,7,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
FDX33,12.857645184136183,0.116915909,13,159.4578,OUT027,1985,4974.1918,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
FDR24,17.35,0.062979148,0,87.98299999999998,OUT045,2002,1707.777,7,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDC33,12.857645184136183,0.068604503,6,197.3768,OUT027,1985,7488.9184,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NCV54,12.857645184136183,0.03294861,9,116.8124,OUT027,1985,2488.7604,5,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
NCQ02,12.6,0.007450258,9,186.7556,OUT013,1987,2816.3340000000007,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
NCU17,5.32,0.093027718,8,101.4674,OUT049,1999,2954.1546,9,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCZ06,12.857645184136183,0.164864915,9,255.2698,OUT019,1985,761.0094,4,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
FDV37,13.0,0.083498083,3,199.4426,OUT035,2004,593.2278,6,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRH25,12.857645184136183,0.014522363,14,50.2324,OUT027,1985,1298.31,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NCI43,19.85,0.025963795,9,46.3376,OUT035,2004,1150.5024,6,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
NCQ53,17.6,0.019012262,8,237.159,OUT017,2007,3072.667,2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
NCT18,14.6,0.059393919,9,181.7976,OUT035,2004,3259.7568,6,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
FDF14,7.55,0.027212058,3,152.734,OUT049,1999,2756.4120000000007,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDM14,13.8,0.013263968,3,106.9254,OUT046,1997,2930.1858,8,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDX57,17.25,0.079113947,13,99.2068,OUT010,1998,97.2068,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NCV05,10.1,0.03020851,8,153.1656,OUT046,1997,1544.656,8,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDX39,14.3,0.049634817000000005,10,212.5586,OUT013,1987,3165.879000000001,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA23,9.8,0.047187038,0,100.6016,OUT046,1997,1619.2256,8,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCV06,11.3,0.066681333,9,194.4478,OUT046,1997,387.4956,8,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
NCE31,7.67,0.185218446,9,36.3216,OUT045,2002,415.4592,7,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
DRI39,13.8,0.162462044,4,55.893,OUT010,1998,226.372,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDH21,10.395,0.031273559,12,160.0604,OUT049,1999,1267.6832,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDR26,20.7,0.042836778,4,175.8028,OUT046,1997,1593.9252,8,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDA14,12.857645184136183,0.114127418,4,147.17600000000004,OUT019,1985,585.904,4,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDG21,17.35,0.146895866,12,149.605,OUT018,2009,3745.125,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCQ38,16.35,0.013420878999999998,11,104.828,OUT018,2009,1810.976,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDN20,19.35,0.026181893,6,167.0474,OUT046,1997,2358.2636,8,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCN29,15.2,0.012184998999999998,8,50.3034,OUT017,2007,145.8102,2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDI28,14.3,0.026428924,5,78.2302,OUT018,2009,554.6114,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDA03,12.857645184136183,0.045243613,4,146.8102,OUT027,1985,3499.4448,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
